
                     mean       std    median      5.0%     95.0%     n_eff     r_hat
     L_sigma[0]      0.03      0.00      0.03      0.03      0.03     85.61      1.01
     L_sigma[1]      0.02      0.00      0.02      0.01      0.02    222.38      1.01
     L_sigma[2]      0.02      0.00      0.02      0.02      0.02    199.84      1.00
     delta[1,2]     -2.38      0.06     -2.39     -2.47     -2.27      4.57      1.00
     delta[1,3]     -2.31      0.06     -2.32     -2.41     -2.21      4.64      1.00
     delta[1,4]     -2.22      0.06     -2.23     -2.31     -2.12      4.64      1.00
     delta[1,5]     -2.13      0.06     -2.14     -2.23     -2.03      4.64      1.00
     delta[1,6]     -2.04      0.06     -2.04     -2.13     -1.93      4.75      1.00
     delta[1,7]     -1.96      0.06     -1.96     -2.05     -1.85      4.79      1.00
     delta[1,8]     -1.83      0.06     -1.84     -1.93     -1.74      4.78      1.00
     delta[1,9]     -1.69      0.06     -1.70     -1.78     -1.59      4.68      1.00
    delta[1,10]     -1.56      0.06     -1.57     -1.66     -1.46      4.62      1.00
    delta[1,11]     -1.45      0.06     -1.46     -1.55     -1.35      4.64      1.00
    delta[1,12]     -1.34      0.06     -1.35     -1.43     -1.23      4.64      1.00
    delta[1,13]     -1.20      0.06     -1.21     -1.29     -1.09      4.60      1.00
    delta[1,14]     -1.06      0.06     -1.07     -1.16     -0.96      4.64      1.00
    delta[1,15]     -0.95      0.06     -0.96     -1.05     -0.85      4.58      1.00
    delta[1,16]     -0.82      0.06     -0.83     -0.91     -0.72      4.55      1.00
    delta[1,17]     -0.71      0.06     -0.72     -0.80     -0.60      4.55      1.00
    delta[1,18]     -0.58      0.06     -0.59     -0.68     -0.48      4.54      1.00
    delta[1,19]     -0.43      0.06     -0.44     -0.53     -0.34      4.53      1.00
    delta[1,20]     -0.29      0.06     -0.30     -0.38     -0.19      4.57      1.00
    delta[1,21]     -0.17      0.06     -0.18     -0.26     -0.06      4.56      1.00
    delta[1,22]     -0.08      0.06     -0.09     -0.18      0.02      4.56      1.00
    delta[1,23]     -0.01      0.06     -0.02     -0.11      0.09      4.55      1.00
    delta[1,24]      0.07      0.06      0.06     -0.02      0.17      4.55      1.00
    delta[1,25]      0.15      0.06      0.14      0.04      0.24      4.56      1.00
    delta[1,26]      0.20      0.06      0.20      0.11      0.31      4.54      1.00
    delta[1,27]      0.26      0.06      0.26      0.16      0.36      4.51      1.00
    delta[1,28]      0.35      0.06      0.34      0.25      0.45      4.49      1.00
    delta[1,29]      0.44      0.06      0.44      0.35      0.54      4.50      1.00
    delta[1,30]      0.52      0.06      0.52      0.43      0.63      4.56      1.00
    delta[1,31]      0.58      0.06      0.58      0.48      0.68      4.58      1.00
    delta[1,32]      0.62      0.06      0.62      0.53      0.73      4.55      1.00
    delta[1,33]      0.65      0.06      0.64      0.55      0.75      4.50      1.00
    delta[1,34]      0.70      0.06      0.70      0.61      0.81      4.45      1.00
    delta[1,35]      0.75      0.06      0.75      0.66      0.86      4.45      1.00
    delta[1,36]      0.80      0.06      0.80      0.71      0.90      4.43      1.00
    delta[1,37]      0.86      0.06      0.85      0.76      0.96      4.44      1.00
